23   2.8364104499444725E-003  -1.3617278360175928       -2.5472309232605306
42   2.2506813077762360E-003  -1.6232492903979006       -2.6476859959247476
69   1.6451618566516763E-003  -1.8388490907372552       -2.7837913682351534 
148   1.4249728814635162E-003  -2.1702617153949575       -2.8461934005978002
290   9.9924337979636615E-004  -2.4623979978989561       -3.0003287203532532
801   5.9990013788982347E-004  -2.9036325160842376       -3.2219210382379364
1616   3.9995360038898390E-004  -3.2084413564385672       -3.3979903893317149
